ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-01-20,2287.5814165979286,-80.16629046778603,3930.9055347915646,2287.5814165979286,2287.5814165979286,-367.2613738300459,-367.2613738300459,-367.2613738300459,867.6563831358122,867.6563831358122,867.6563831358122,-1234.9177569658582,-1234.9177569658582,-1234.9177569658582,0.0,0.0,0.0,1920.3200427678828
2011-01-21,2289.277514126757,186.28104488926462,4082.7550509748235,2289.277514126757,2289.277514126757,-80.72311359543153,-80.72311359543153,-80.72311359543153,1124.5339364703393,1124.5339364703393,1124.5339364703393,-1205.2570500657707,-1205.2570500657707,-1205.2570500657707,0.0,0.0,0.0,2208.5544005313254
2011-01-22,2290.973611655586,-2406.764884014731,1594.134942983265,2290.973611655586,2290.973611655586,-2635.015986623256,-2635.015986623256,-2635.015986623256,-1462.4131262763563,-1462.4131262763563,-1462.4131262763563,-1172.6028603469,-1172.6028603469,-1172.6028603469,0.0,0.0,0.0,-344.0423749676702
2011-01-23,2292.6697091844144,-4138.498375120197,-153.01758255614155,2292.6697091844144,2292.6697091844144,-4511.93134059236,-4511.93134059236,-4511.93134059236,-3373.5599359716884,-3373.5599359716884,-3373.5599359716884,-1138.3714046206717,-1138.3714046206717,-1138.3714046206717,0.0,0.0,0.0,-2219.261631407946
2011-01-24,2294.365806713243,78.04860195042556,4015.5636985336996,2294.365806713243,2294.365806713243,-234.45251335335539,-234.45251335335539,-234.45251335335539,869.4816339436156,869.4816339436156,869.4816339436156,-1103.934147296971,-1103.934147296971,-1103.934147296971,0.0,0.0,0.0,2059.9132933598876
2011-01-25,2296.0619042420713,399.2008944279916,4329.6607325374525,2296.0619042420713,2296.0619042420713,-61.41974252306072,-61.41974252306072,-61.41974252306072,1009.1670890586123,1009.1670890586123,1009.1670890586123,-1070.586831581673,-1070.586831581673,-1070.586831581673,0.0,0.0,0.0,2234.6421617190103
2011-01-26,2297.7580017708997,334.718846427976,4207.47775561761,2297.7580017708997,2297.7580017708997,-74.3872089250105,-74.3872089250105,-74.3872089250105,965.1340196346249,965.1340196346249,965.1340196346249,-1039.5212285596353,-1039.5212285596353,-1039.5212285596353,0.0,0.0,0.0,2223.3707928458894
2011-01-27,2299.4540992997286,118.25607162533012,4190.639521532045,2299.4540992997286,2299.4540992997286,-144.1438602448537,-144.1438602448537,-144.1438602448537,867.6563831333209,867.6563831333209,867.6563831333209,-1011.8002433781746,-1011.8002433781746,-1011.8002433781746,0.0,0.0,0.0,2155.3102390548747
2011-01-28,2301.150196828557,452.0280420833481,4525.312563488957,2301.150196828557,2301.150196828557,136.19701898235354,136.19701898235354,136.19701898235354,1124.5339364726847,1124.5339364726847,1124.5339364726847,-988.3369174903311,-988.3369174903311,-988.3369174903311,0.0,0.0,0.0,2437.3472158109107
2011-01-29,2302.846294357385,-2016.9440078686764,2014.712283039247,2302.846294357385,2302.846294357385,-2432.2908798262442,-2432.2908798262442,-2432.2908798262442,-1462.4131262777805,-1462.4131262777805,-1462.4131262777805,-969.8777535484633,-969.8777535484633,-969.8777535484633,0.0,0.0,0.0,-129.44458546885926
2011-01-30,2304.542391886214,-4155.109317750837,51.731922805771774,2304.542391886214,2304.542391886214,-4330.5506042524685,-4330.5506042524685,-4330.5506042524685,-3373.559935971834,-3373.559935971834,-3373.559935971834,-956.9906682806346,-956.9906682806346,-956.9906682806346,0.0,0.0,0.0,-2026.0082123662546
2011-01-31,2306.2384894150423,184.8662789833232,4316.612059588918,2306.2384894150423,2306.2384894150423,-80.57611801126924,-80.57611801126924,-80.57611801126924,869.4816339455828,869.4816339455828,869.4816339455828,-950.057751956852,-950.057751956852,-950.057751956852,0.0,0.0,0.0,2225.6623714037732
2011-02-01,2307.9345869438707,362.6205494952309,4368.599896002131,2307.9345869438707,2307.9345869438707,59.89420470710365,59.89420470710365,59.89420470710365,1009.1670890585522,1009.1670890585522,1009.1670890585522,-949.2728843514484,-949.2728843514484,-949.2728843514484,0.0,0.0,0.0,2367.8287916509744
2011-02-02,2309.630684472699,345.99386609313734,4241.018362142976,2309.630684472699,2309.630684472699,10.489889686073472,10.489889686073472,10.489889686073472,965.1340196333914,965.1340196333914,965.1340196333914,-954.6441299473179,-954.6441299473179,-954.6441299473179,0.0,0.0,0.0,2320.120574158773
2011-02-03,2311.326782001528,71.92473940842979,4094.6900595432817,2311.326782001528,2311.326782001528,-98.34432974448038,-98.34432974448038,-98.34432974448038,867.6563831415656,867.6563831415656,867.6563831415656,-966.0007128860459,-966.0007128860459,-966.0007128860459,0.0,0.0,0.0,2212.9824522570475
2011-02-04,2313.0228795303565,515.7482793590535,4579.466654743424,2313.0228795303565,2313.0228795303565,141.52967840129256,141.52967840129256,141.52967840129256,1124.5339364691636,1124.5339364691636,1124.5339364691636,-983.0042580678711,-983.0042580678711,-983.0042580678711,0.0,0.0,0.0,2454.552557931649
2011-02-05,2314.718977059185,-2152.216915491384,1890.7151580504062,2314.718977059185,2314.718977059185,-2467.5770080219727,-2467.5770080219727,-2467.5770080219727,-1462.4131262767642,-1462.4131262767642,-1462.4131262767642,-1005.1638817452082,-1005.1638817452082,-1005.1638817452082,0.0,0.0,0.0,-152.85803096278778
